"group_id","marker","phrase","bid","tier","decision","commercial_conf","hypothesis"
"CORV-G05-04","[C05]","синхронизация зуп и 1с бухгалтерия 8.3","250","T3","CONTROLLED TEST — JUSTIFIED","CONTROLLED","Paid exchange setup: «синхронизация зуп и 1с бухгалтерия 8.3» often precedes hiring a 1C integrator to fix or configure synchronization."
"CORV-G05-04","[C05]","синхронизация между 1с","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G05-05","[C05]","настройка обмена 1с","450","T2","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G05-05","[C05]","настройка обмена с честным знаком 1с","431","T2","REASSIGN GROUP","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G05-05","[C05]","настройка обмена суз 1с честный знак","406","T2","REASSIGN GROUP","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G05-05","[C05]","настройка обмена суз 1с честный знак розница","381","T2","REASSIGN GROUP","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G04-01","[C04]","расчет себестоимости 1с","450","T2","ACTIVE NARROW","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G04-01","[C04]","себестоимость в 1с","431","T2","ACTIVE NARROW","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G04-02","[C04]","планирование закупок 1с","350","T3","ACTIVE NARROW","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G04-03","[C04]","платежный календарь 1с","350","T3","ACTIVE NARROW","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-04","[C03]","1с 7.7 изменить печатную форму","250","T3","CONTROLLED TEST — JUSTIFIED","CONTROLLED","Paid customization: user changing print forms for «1с 7.7 изменить печатную форму» may hire a 1C developer."
"CORV-G03-04","[C03]","1с 8.3 изменить печатную форму счета","250","T3","CONTROLLED TEST — JUSTIFIED","CONTROLLED","Paid customization: user changing print forms for «1с 8.3 изменить печатную форму счета» may hire a 1C developer."
"CORV-G03-04","[C03]","1с изменить печатную форму счета","520","T1","HOLD","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-04","[C03]","1с ут изменить печатную форму","502","T1","HOLD","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-04","[C03]","доработка печатной формы 1с","484","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-04","[C03]","изменить печатную форму 1с 8.3","250","T3","CONTROLLED TEST — JUSTIFIED","CONTROLLED","Paid customization: user changing print forms for «изменить печатную форму 1с 8.3» may hire a 1C developer."
"CORV-G03-06","[C03]","доработка рмк 1с","350","T3","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-06","[C03]","настройка рмк 1с","331","T3","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-05","[C03]","1с 3.0 внешние печатные формы","250","T3","CONTROLLED TEST — JUSTIFIED","CONTROLLED","Paid external report/processing work: «1с 3.0 внешние печатные формы» may convert to scoped development."
"CORV-G03-05","[C03]","1с 8.3 внешние печатные формы упд","250","T3","CONTROLLED TEST — JUSTIFIED","CONTROLLED","Paid external report/processing work: «1с 8.3 внешние печатные формы упд» may convert to scoped development."
"CORV-G03-05","[C03]","1с бп внешняя печатная форма","426","T2","HOLD","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-05","[C03]","1с бухгалтерия внешние печатные формы","411","T2","HOLD","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-05","[C03]","1с внешние печатные формы управляемые","396","T2","HOLD","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-05","[C03]","1с внешняя печатная форма","381","T2","HOLD","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-05","[C03]","1с внешняя печатная форма макет","366","T2","HOLD","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-05","[C03]","1с внешняя печатная форма обработки","351","T2","HOLD","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-05","[C03]","1с внешняя печатная форма счет","350","T2","HOLD","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-05","[C03]","1с внешняя печатная форма упд","350","T2","HOLD","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-05","[C03]","1с зуп внешняя печатная форма","350","T2","HOLD","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-05","[C03]","1с отладка внешней печатной формы","350","T2","HOLD","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-05","[C03]","1с печать внешней печатной формы","350","T2","HOLD","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-05","[C03]","1с создание внешней печатной формы","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-05","[C03]","1с ут внешняя печатная форма","350","T2","HOLD","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-05","[C03]","внешние печатные формы 1с 8.3","250","T3","CONTROLLED TEST — JUSTIFIED","CONTROLLED","Paid external report/processing work: «внешние печатные формы 1с 8.3» may convert to scoped development."
"CORV-G03-05","[C03]","внешняя печатная форма 1с 8.3 управляемое","250","T3","CONTROLLED TEST — JUSTIFIED","CONTROLLED","Paid external report/processing work: «внешняя печатная форма 1с 8.3 управляемое» may convert to scoped development."
"CORV-G03-05","[C03]","создание внешних печатных форм 1с 8.3","250","T3","CONTROLLED TEST — JUSTIFIED","CONTROLLED","Paid external report/processing work: «создание внешних печатных форм 1с 8.3» may convert to scoped development."
"CORV-G03-02","[C03]","новый отчет 1с","450","T2","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-02","[C03]","создание отчета 1с","531","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-01","[C03]","1с доработка отчета движение денежных средств","550","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-01","[C03]","1с доработка отчетов","531","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-01","[C03]","доработка отчета 1с","506","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-01","[C03]","настройка отчета 1с","481","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-03","[C03]","1с 8 печатная форма","550","T1","HOLD","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-03","[C03]","1с вывести печатную форму","540","T1","HOLD","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-03","[C03]","1с изменение печатной формы","525","T1","HOLD","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-03","[C03]","1с макеты печатных форм","510","T1","HOLD","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-03","[C03]","1с печатная форма акта","495","T1","HOLD","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-03","[C03]","1с печатная форма договора","480","T1","HOLD","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-03","[C03]","1с печатная форма недоступна","465","T1","HOLD","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-03","[C03]","1с печатная форма печать","450","T1","HOLD","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-03","[C03]","1с печатные формы документов","450","T1","HOLD","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-03","[C03]","1с программно печатную форму","450","T1","HOLD","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-03","[C03]","1с унф печатные формы","450","T1","HOLD","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-03","[C03]","макет печатной формы в 1с 8.3","250","T3","CONTROLLED TEST — JUSTIFIED","CONTROLLED","Paid print-form work: «макет печатной формы в 1с 8.3» may convert to developer engagement for forms in 1C."
"CORV-G03-03","[C03]","настройка печатных форм в 1с","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G03-03","[C03]","печатные формы 1с 8.3","250","T3","CONTROLLED TEST — JUSTIFIED","CONTROLLED","Paid print-form work: «печатные формы 1с 8.3» may convert to developer engagement for forms in 1C."
"CORV-G03-03","[C03]","создание печатной формы 1с","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-04","[C02]","обновление доработанной 1с","450","T2","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-04","[C02]","обновление доработанных конфигураций 1с","430","T2","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-05","[C02]","перенос доработок 1с","350","T3","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-05","[C02]","сохранение доработок при обновлении 1с","330","T3","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-06","[C02]","исправление доработок после обновления 1с","450","T2","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-02","[C02]","1с доработка через расширения","450","T2","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-02","[C02]","доработка конфигурации 1с","439","T2","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-02","[C02]","доработка модулей 1с","424","T2","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-02","[C02]","доработка расширений 1с","409","T2","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-02","[C02]","доработка типовой конфигурации 1с","395","T2","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-02","[C02]","обновление конфигурации 1с с доработками","380","T2","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-02","[C02]","примеры реальных задач по доработки конфигурации 1с","365","T2","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-03","[C02]","доработка базы 1с","450","T2","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-01","[C02]","1с бп доработка","550","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-01","[C02]","1с доработка цены","539","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-01","[C02]","1с ерп доработка","524","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-01","[C02]","1с фреш доработки","509","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-01","[C02]","договор доработка 1с","494","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-01","[C02]","доработка 1с","479","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-01","[C02]","доработка 1с 8.3","464","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-01","[C02]","доработка 1с системы","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-01","[C02]","доработка 1с стоимость","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-01","[C02]","доработка 1с унф","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-01","[C02]","доработка 1с ут","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-01","[C02]","доработки 1с бухгалтерии","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-01","[C02]","доработки 1с документооборот","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-01","[C02]","доработки 1с зуп","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-01","[C02]","доработки 1с erp","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-01","[C02]","доработки программы 1с","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-01","[C02]","настройка 1с доработка 1с","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-01","[C02]","обмен 1с доработка","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-01","[C02]","примеры доработки 1с","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-01","[C02]","разработка доработка 1с","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-01","[C02]","тестирование доработок 1с","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-01","[C02]","техническое на доработку 1с","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-01","[C02]","типовые доработки 1с","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-01","[C02]","услуги доработки 1с","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G02-01","[C02]","учет доработки 1с","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-02","[C01]","программист 1с новосибирск","550","T1","ACTIVE NARROW","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-02","[C01]","программисты 1с новосибирск","529","T1","ACTIVE NARROW","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-07","[C01]","абонентское обслуживание 1с","550","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-07","[C01]","абонентское сопровождение 1с","529","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-07","[C01]","абонентское сопровождение 1с первый бит","505","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-06","[C01]","обслуживание 1с для организации","450","T2","ACTIVE NARROW","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-06","[C01]","обслуживание и сопровождение 1с","430","T2","ACTIVE NARROW","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-06","[C01]","сопровождение и обслуживание 1с предприятие","405","T2","ACTIVE NARROW","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-05","[C01]","оказание услуг по сопровождению 1с","550","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-05","[C01]","сопровождение 1с 8.3","250","T3","CONTROLLED TEST — JUSTIFIED","CONTROLLED","Retainer opportunity: «сопровождение 1с 8.3» may convert to ongoing 1C support contract."
"CORV-G01-05","[C01]","услуг по сопровождению программного продукта 1с","506","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-05","[C01]","услуги по сопровождению 1с","481","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-04","[C01]","внедрение 1с","450","T2","ACTIVE NARROW","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-04","[C01]","внедренцы и программисты 1с","430","T2","ACTIVE NARROW","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-03","[C01]","настройка 1с","450","T2","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-03","[C01]","программист 1с настройка","429","T2","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-08","[C01]","ищу 1с программиста для разовой задачи","440","T2","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-08","[C01]","разовая доработка 1с","379","T2","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-08","[C01]","разовые работы 1с","364","T2","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-01","[C01]","задачи 1с программиста","539","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-01","[C01]","найти программиста 1с","524","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-01","[C01]","нужен программист 1с","509","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-01","[C01]","отзыв программисту 1с","494","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-01","[C01]","программа программист 1с","479","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-01","[C01]","программист 1с","464","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-01","[C01]","программист 1с предприятие","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-01","[C01]","программист 1с удаленно","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-01","[C01]","программист аналитик 1с","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-01","[C01]","программист разработчик 1с","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-01","[C01]","программисты 1с спб","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-01","[C01]","работать программистом 1с","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-01","[C01]","сколько зарабатывает программист 1с","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-01","[C01]","сколько программистов 1с","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-01","[C01]","стал программистом 1с","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-01","[C01]","стоимость 1с программисты","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-01","[C01]","стоимость часа 1с программиста","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-01","[C01]","технические задания программистам 1с","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
"CORV-G01-01","[C01]","услуги программиста 1с","450","T1","ACTIVE COMMERCIAL","HIGH","Не применимо — ключевое слово не является контролируемым тестом"
