finding_id,severity,category,url,url_family,status_code,indexability,canonical,title,description,h1,inlinks,sitemap,issue,evidence,decision_type,recommended_action
CANON-MISMATCH,MEDIUM,CANONICAL,https://i-seo.su/blog?tags=e-e-a-t&sort=popular-desc,blog,200,True,https://i-seo.su/blog,Блог - INTLSEO Studio,"Актуальные статьи о SEO, GEO-продвижении в AI, кейсах клиентов и технической оптимизации сайтов от экспертов агентства INTLSEO Studio. Новости и разборы digital-маркетинга.",Блог,23,False,Canonical differs from request URL,count=120,SEO_DECISION,Align preferred URL and canonical
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/tariff-calc,other,200,False,,Калькулятор тарифов - INTLSEO Studio,,Калькулятор тарифов,648,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offers,offers,200,False,,Предложения - INTLSEO Studio,,Предложения,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offers/,offers,200,False,,Предложения - INTLSEO Studio,,Предложения,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/test,offers,200,False,,Тестовое предложение - INTLSEO Studio,,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-stroy-market,offers,200,False,,Коммерческое предложение для СтройМаркет,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-rehabmoscow,offers,200,False,,Коммерческое предложение для Rehabmoscow,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-buh-krasnodar,offers,200,False,,Коммерческое предложение для buh-krasnodar,Аудит вашего сайта приложен файлом pdf.,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-gsn-auto-ru,offers,200,False,,КП для сайта gsn-auto.ru,КП с точками роста и тех.аудитом,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-gazss-ru,offers,200,False,,КП для gazss.ru - INTLSEO Studio,КП и тех.аудит для gazss.ru,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-innovaai-ru,offers,200,False,,КП для innovaai.ru - INTLSEO Studio,Тех. аудит и КП для ИИ innova,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-ckperemeny-ru,offers,200,False,,КП для ckperemeny.ru - INTLSEO Studio,Аудит и КП,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-klimat-master-ru,offers,200,False,,КП для klimat-master.ru - INTLSEO Studio,Кп + тех аудит сайта,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-territoriya-prokata,offers,200,False,,Коммерческое предложение для Rehabmoscow,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-brost,offers,200,False,,Коммерческое предложение для Бизнес-Рост,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-oleandra,offers,200,False,,Коммерческое предложение для клиники стоматологии в Перми,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-skn-dom,offers,200,False,,Коммерческое предложение для skn-dom,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-keywarm,offers,200,False,,Коммерческое предложение для keywarm,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-konturteplo,offers,200,False,,Коммерческое предложение для контуртепло.рф,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-meatbridge,offers,200,False,,Коммерческое предложение для maetbridge,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-vdservis,offers,200,False,,Коммерческое предложение для ВДСервис Событий,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-litomarket,offers,200,False,,Коммерческое предложение для Литомаркет,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-kollagen-pmt,offers,200,False,,Коммерческое предложение для collagen-pmt,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-lystoppen,offers,200,False,,Коммерческое предложение для LYSTOPPEN,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-reka-cvetov,offers,200,False,,Коммерческое предложение для Река Цветов,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-tentov,offers,200,False,,Коммерческое предложение для Тентовъ,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-findreason,offers,200,False,,Коммерческое предложение для Повод найдется,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-yyy,offers,200,False,,Коммерческое предложение для YYY,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-tekstil,offers,200,False,,Коммерческое предложение для Atelier tekstile,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-acril-plastic,offers,200,False,,Коммерческое предложение для ПластикАкрил,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-expertiza,offers,200,False,,Коммерческое предложение для Экспертиза,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-peptidy,offers,200,False,,Коммерческое предложение для Пептиды Премиум,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-showerglass,offers,200,False,,Коммерческое предложение для Showerglass,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-enzym,offers,200,False,,Коммерческое предложение для Enzym,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-businesscommandos,offers,200,False,,Коммерческое предложение для Вusinesscommandos,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-sophia,offers,200,False,,Коммерческое предложение для Издательство София,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-lmsic,offers,200,False,,Коммерческое предложение для АО «Инвестиционная компания ЛМС»,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-dom-tekstilya,offers,200,False,,Коммерческое предложение для Торговый дом Текстиля,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/offer/kp-dlya-torgovyj-visatravel,offers,200,False,,Коммерческое предложение для Visatravel,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/blog/tag/seo,blog,200,False,,Архивы SEO - INTLSEO Studio,,Новости,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
SM-NONINDEX,MEDIUM,SITEMAP,https://i-seo.su/blog/tag/metrika,blog,200,False,,Архивы Метрика - INTLSEO Studio,,Новости,0,True,Sitemap URLs noindex/non-indexable,count=54,SEO_DECISION,Remove from sitemap or make indexable
POLICY-NO-SITEMAP,INFORMATIONAL,INDEXABILITY,https://i-seo.su/services/seo/prodvizhenie-v-ssha.html,usa_uae,200,True,https://i-seo.su/services/seo/prodvizhenie-v-ssha.html,Заказать SEO-продвижение сайта компании в США | INTLSEO,"Продвигаем сайты в США в топ Google. Работа с англоязычной семантикой, локальными справочниками и учетом конкуренции ниши. Бесплатный аудит и стратегия.",SEO-продвижение сайта в США,0,False,Indexable (or live) pages intentionally not in sitemap/menu — operator policy,USA/UAE/Webinar intentional,OPERATOR_POLICY,Keep as intentional unless SEO policy changes
POLICY-NO-SITEMAP,INFORMATIONAL,INDEXABILITY,https://i-seo.su/services/seo/prodvizhenie-v-oae.html,usa_uae,200,True,https://i-seo.su/services/seo/prodvizhenie-v-oae.html,Заказать SEO-продвижение сайта компании в ОАЭ | INTLSEO,Продвигаем сайты в ОАЭ на арабском и английском языках. Учитываем конкуренцию Дубая и других эмиратов. Бесплатный аудит и понятная стратегия работы.,SEO-продвижение сайта в ОАЭ,0,False,Indexable (or live) pages intentionally not in sitemap/menu — operator policy,USA/UAE/Webinar intentional,OPERATOR_POLICY,Keep as intentional unless SEO policy changes
POLICY-NO-SITEMAP,INFORMATIONAL,INDEXABILITY,https://i-seo.su/webinar-seo-podryadchik.html,webinar,200,True,https://i-seo.su/webinar-seo-podryadchik.html,Вебинар «Как выбрать подрядчика в SEO и не ошибиться?» | INTLSEO,"Бесплатный вебинар Никиты Швакова о выборе SEO-подрядчика. 10 сентября 2026 в 19:00 МСК. Разберем критерии выбора агентства, риски и реальные результаты SEO.",Как выбрать подрядчика в SEO и не ошибиться?,0,False,Indexable (or live) pages intentionally not in sitemap/menu — operator policy,USA/UAE/Webinar intentional,OPERATOR_POLICY,Keep as intentional unless SEO policy changes
TITLE-DUP,MEDIUM,TITLE,https://i-seo.su/blog/,blog,200,True,https://i-seo.su/blog,Блог - INTLSEO Studio,"Актуальные статьи о SEO, GEO-продвижении в AI, кейсах клиентов и технической оптимизации сайтов от экспертов агентства INTLSEO Studio. Новости и разборы digital-маркетинга.",Блог,0,True,Duplicate titles,groups=10; urls=152,SEO_DECISION,Differentiate titles where pages are distinct
TITLE-DUP,MEDIUM,TITLE,https://i-seo.su/blog,blog,200,True,https://i-seo.su/blog,Блог - INTLSEO Studio,"Актуальные статьи о SEO, GEO-продвижении в AI, кейсах клиентов и технической оптимизации сайтов от экспертов агентства INTLSEO Studio. Новости и разборы digital-маркетинга.",Блог,684,True,Duplicate titles,groups=10; urls=152,SEO_DECISION,Differentiate titles where pages are distinct
TITLE-DUP,MEDIUM,TITLE,https://i-seo.su/,home,200,True,,Продвижение сайтов в ТОП под ключ в Москве | Агентство INTLSEO,"Компания INTLSEO по продвижению сайтов в ТОП Яндекс и Google. Разрабатываем сайты с оптимизацией под SEO, продвигаем в топ, настраиваем контекстную рекламу.","Продвигаем бизнес в интернете, выводим сайты в ИИ выдачу",649,True,Duplicate titles,groups=10; urls=152,SEO_DECISION,Differentiate titles where pages are distinct
TITLE-DUP,MEDIUM,TITLE,https://i-seo.su/home.html,static,200,True,,Продвижение сайтов в ТОП под ключ в Москве | Агентство INTLSEO,"Компания INTLSEO по продвижению сайтов в ТОП Яндекс и Google. Разрабатываем сайты с оптимизацией под SEO, продвигаем в топ, настраиваем контекстную рекламу.",Продвигаем сайты в ТОП Яндекса и Google,0,False,Duplicate titles,groups=10; urls=152,SEO_DECISION,Differentiate titles where pages are distinct
TITLE-DUP,MEDIUM,TITLE,https://i-seo.su/report-hub/specialist-workspace.html,static,200,True,,Рабочая панель SEO-специалиста — i-SEO Report Hub (Демо v0.4),,Рабочая панель SEO-специалиста,20,False,Duplicate titles,groups=10; urls=152,SEO_DECISION,Differentiate titles where pages are distinct
TITLE-DUP,MEDIUM,TITLE,https://i-seo.su/report-hub/specialist-workspace.html?project=ecommerce,query_variant,200,True,,Рабочая панель SEO-специалиста — i-SEO Report Hub (Демо v0.4),,Рабочая панель SEO-специалиста,4,False,Duplicate titles,groups=10; urls=152,SEO_DECISION,Differentiate titles where pages are distinct
TITLE-DUP,MEDIUM,TITLE,https://i-seo.su/report-hub/weekly.html,static,200,True,,Недельный чекпоинт — i-SEO Report Hub (Демо v0.4),,Структурированный вид недельного чекпоинта,16,False,Duplicate titles,groups=10; urls=152,SEO_DECISION,Differentiate titles where pages are distinct
TITLE-DUP,MEDIUM,TITLE,https://i-seo.su/report-hub/weekly.html?project=service,query_variant,200,True,,Недельный чекпоинт — i-SEO Report Hub (Демо v0.4),,Структурированный вид недельного чекпоинта,4,False,Duplicate titles,groups=10; urls=152,SEO_DECISION,Differentiate titles where pages are distinct
TITLE-DUP,MEDIUM,TITLE,https://i-seo.su/report-hub/monthly.html,static,200,True,,Месячный отчёт — i-SEO Report Hub (Демо v0.4),,Структурированный вид месячного отчёта,16,False,Duplicate titles,groups=10; urls=152,SEO_DECISION,Differentiate titles where pages are distinct
TITLE-DUP,MEDIUM,TITLE,https://i-seo.su/report-hub/monthly.html?project=local,query_variant,200,True,,Месячный отчёт — i-SEO Report Hub (Демо v0.4),,Структурированный вид месячного отчёта,1,False,Duplicate titles,groups=10; urls=152,SEO_DECISION,Differentiate titles where pages are distinct
TITLE-DUP,MEDIUM,TITLE,https://i-seo.su/report-hub/client-report.html,static,200,True,,SEO-отчёт — i-SEO Report Hub (Демо v0.4),,,16,False,Duplicate titles,groups=10; urls=152,SEO_DECISION,Differentiate titles where pages are distinct
TITLE-DUP,MEDIUM,TITLE,https://i-seo.su/report-hub/client-report.html?project=local,query_variant,200,True,,SEO-отчёт — i-SEO Report Hub (Демо v0.4),,,4,False,Duplicate titles,groups=10; urls=152,SEO_DECISION,Differentiate titles where pages are distinct
TITLE-DUP,MEDIUM,TITLE,https://i-seo.su/offers,offers,200,False,,Предложения - INTLSEO Studio,,Предложения,0,True,Duplicate titles,groups=10; urls=152,SEO_DECISION,Differentiate titles where pages are distinct
TITLE-DUP,MEDIUM,TITLE,https://i-seo.su/offers/,offers,200,False,,Предложения - INTLSEO Studio,,Предложения,0,True,Duplicate titles,groups=10; urls=152,SEO_DECISION,Differentiate titles where pages are distinct
TITLE-DUP,MEDIUM,TITLE,https://i-seo.su/glossary/,other,200,True,https://i-seo.su/glossary,Глоссарий - INTLSEO Studio,,Глоссарий,0,False,Duplicate titles,groups=10; urls=152,SEO_DECISION,Differentiate titles where pages are distinct
TITLE-DUP,MEDIUM,TITLE,https://i-seo.su/glossary,other,200,True,https://i-seo.su/glossary,Глоссарий - INTLSEO Studio,,Глоссарий,648,False,Duplicate titles,groups=10; urls=152,SEO_DECISION,Differentiate titles where pages are distinct
TITLE-DUP,MEDIUM,TITLE,https://i-seo.su/report-hub/,other,200,True,,Обзор проектов — i-SEO Report Hub (Демо v0.4),,i-SEO Report Hub,0,False,Duplicate titles,groups=10; urls=152,SEO_DECISION,Differentiate titles where pages are distinct
TITLE-DUP,MEDIUM,TITLE,https://i-seo.su/report-hub/index.html,static,200,True,,Обзор проектов — i-SEO Report Hub (Демо v0.4),,i-SEO Report Hub,20,False,Duplicate titles,groups=10; urls=152,SEO_DECISION,Differentiate titles where pages are distinct
TITLE-DUP,MEDIUM,TITLE,https://i-seo.su/offer/kp-rehabmoscow,offers,200,False,,Коммерческое предложение для Rehabmoscow,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Duplicate titles,groups=10; urls=152,SEO_DECISION,Differentiate titles where pages are distinct
TITLE-DUP,MEDIUM,TITLE,https://i-seo.su/offer/kp-territoriya-prokata,offers,200,False,,Коммерческое предложение для Rehabmoscow,Аудит вашего сайта приложен файлом pdf. Точки роста. Этапы работ. Стоимость. Кейсы. Отзывы. Команда проекта. Контакты,Коммерческое предложение,0,True,Duplicate titles,groups=10; urls=152,SEO_DECISION,Differentiate titles where pages are distinct
TITLE-LONG,LOW,TITLE,https://i-seo.su/services/seo.html,static_service,200,True,,Заказать SEO продвижение сайтов в Москве — поисковая оптимизация | INTLSEO,Закажите SEO продвижение сайта в Москве с гарантией результата. Выводим в ТОП Яндекс и Google. Прозрачная стоимость от 39 000 ₽/мес. Бесплатный аудит — прямо сейчас!,SEO продвижение сайтов,684,True,Titles longer than ~70 chars,count=25,SEO_DECISION,Shorten for SERP if desired
TITLE-LONG,LOW,TITLE,https://i-seo.su/cases/podoexpert.html,static,200,True,,"Кейс: Центр подологии, ортопедии и дерматологии «ПодоЭксперт» | INTLSEO","Для продвижения клиники «ПодоЭксперт» мы провели полную SEO-оптимизацию, усилили структуру и контент сайта, увеличили видимость в поиске и привлекли новых клиентов через органический трафик.",Центр подологии «ПодоЭксперт»,1,True,Titles longer than ~70 chars,count=25,SEO_DECISION,Shorten for SERP if desired
TITLE-LONG,LOW,TITLE,https://i-seo.su/cases/smm-arena.html,static,200,True,,Кейс: SMM-продвижение лиги ARENA — 100+ млн просмотров Reels и 190 тыс. подписчиков,"Как мы развивали YouTube-канал и соцсети лиги ARENA: 100+ млн общих просмотров Reels, 190 000 прироста подписчиков в 3 профилях и попадание на 1 место в трендах YouTube. Кейс INTLSEO.",Лига ARENA,1,True,Titles longer than ~70 chars,count=25,SEO_DECISION,Shorten for SERP if desired
TITLE-LONG,LOW,TITLE,https://i-seo.su/cases/smm-driveavenue.html,static,200,True,,Кейс: продвижение автомобильного бренда Drive Avenue — SMM и рост охватов,"Как мы разработали фирменный стиль, упаковку и визуал для автомобильного бренда Drive Avenue, увеличили охваты и вовлечённость аудитории в Instagram, Telegram и VK. Кейс SMM-продвижения от INTLSEO.",Автосалон Drive Avenue,1,True,Titles longer than ~70 chars,count=25,SEO_DECISION,Shorten for SERP if desired
TITLE-LONG,LOW,TITLE,https://i-seo.su/cases/smm-kzs.html,static,200,True,,Кейс: SMM-продвижение «Королёвский Завод Свай» (KZS.ru) — рост охватов и вовлечённости,"Как мы упаковали бренд «Королёвский Завод Свай» под ключ, наладили производство контента на 15+ площадках и добились 106 000+ просмотров и 31 000+ взаимодействий. Кейс INTLSEO.",Королёвский Завод Свай,1,True,Titles longer than ~70 chars,count=25,SEO_DECISION,Shorten for SERP if desired
TITLE-LONG,LOW,TITLE,https://i-seo.su/cases/smm-magdalina.html,static,200,True,,Кейс: продвижение пластического хирурга Ивана Магдалины — SMM и рост продаж,"Узнайте, как мы увеличили подписчиков на 200% и обеспечили ежемесячные продажи услуг пластического хирурга Ивана Магдалины на 15 млн рублей с помощью SMM, контент-маркетинга и визуального брендинга.",Пластический хирург Иван Магдалина,1,True,Titles longer than ~70 chars,count=25,SEO_DECISION,Shorten for SERP if desired
TITLE-LONG,LOW,TITLE,https://i-seo.su/cases/smm-nashedelo.html,static,200,True,,Кейс: SMM-продвижение лиги «НАШЕ ДЕЛО» — рост до 100 000 подписчиков и 5 млн охвата,"Как мы развивали YouTube-канал и соцсети лиги «НАШЕ ДЕЛО»: +100 000 подписчиков за полгода, 5 000 000 месячный охват и рост вовлечённости на 500% благодаря стратегии вирусного контента. Кейс INTLSEO.",Лига «НАШЕ ДЕЛО»,1,True,Titles longer than ~70 chars,count=25,SEO_DECISION,Shorten for SERP if desired
TITLE-LONG,LOW,TITLE,https://i-seo.su/cases/smm-newmann-clinic.html,static,200,True,,Кейс SMM-продвижения клиники пластической хирургии NEWMANN CLINIC — INTLSEO,Как мы увеличили аудиторию клиники пластической хирургии NEWMANN CLINIC на 10 000 подписчиков и помогли выйти на ежемесячные продажи услуг более чем на 30 000 000 ₽ через продвижение в Instagram и Telegram. Полный кейс от INTLSEO.,Клиника пластической хирургии,1,True,Titles longer than ~70 chars,count=25,SEO_DECISION,Shorten for SERP if desired
TITLE-LONG,LOW,TITLE,https://i-seo.su/cases/smm-pwl.html,static,200,True,,Кейс: SMM-продвижение PWL — Poddubny Wrestling League — 2 000 000 охват в месяц,"Как мы упаковали под ключ PWL — Poddubny Wrestling League, наладили регулярный контент, работу с медиа и добились 2 000 000 месячного охвата. Сильные Reels: до 1,1 млн просмотров. Кейс INTLSEO.",PWL — Poddubny Wrestling League,1,True,Titles longer than ~70 chars,count=25,SEO_DECISION,Shorten for SERP if desired
TITLE-LONG,LOW,TITLE,https://i-seo.su/services/ai-optimization/google-ai-overviews.html,static_service,200,True,,SEO-продвижение в Google AI Overviews — вывод бренда в ответы ИИ | INTLSEO,"SEO-продвижение в Google AI Overviews для вывода бренда в ответы ИИ: анализируем источники, усиливаем экспертность, создаём цитируемый контент и повышаем видимость компании в Google AI Overviews.",SEO продвижение в Google AI Overviews,683,True,Titles longer than ~70 chars,count=25,SEO_DECISION,Shorten for SERP if desired
