"keyword_id","phrase","assigned_group","literal_interpretation","user_need","paid_service","alt_interpretation","commercial_conf","group_fit_conf","ad_fit","landing_fit","decision","phrase_reason","review_status"
"kw-corv01-disc-1098","интеграция 1с и честный знак","CORV-G06-03","Дословно: запрос «интеграция 1с и честный знак» в контексте 1С/учётных систем.","Заказ настройки/подключения — «интеграция 1с и честный знак»","Честный знак в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «интеграция 1с и честный знак» — заказ услуги «Честный знак в 1С»; ключевые сигналы: интеграция, честный, знак.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-903","коды маркировки честный знак в 1с","CORV-G06-03","Дословно: запрос «коды маркировки честный знак в 1с» в контексте 1С/учётных систем.","Подключение маркировки в 1С — «коды маркировки честный знак в 1с»","Честный знак в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «коды маркировки честный знак в 1с» — заказ услуги «Честный знак в 1С»; ключевые сигналы: коды, маркировки, честный, знак.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1104","лм честный знак 1с","CORV-G06-03","Дословно: запрос «лм честный знак 1с» в контексте 1С/учётных систем.","Подключение маркировки в 1С — «лм честный знак 1с»","Честный знак в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «лм честный знак 1с» — заказ услуги «Честный знак в 1С»; ключевые сигналы: честный, знак.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1039","маркировка остатков честный знак в 1с","CORV-G06-03","Дословно: запрос «маркировка остатков честный знак в 1с» в контексте 1С/учётных систем.","Подключение маркировки в 1С — «маркировка остатков честный знак в 1с»","Честный знак в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «маркировка остатков честный знак в 1с» — заказ услуги «Честный знак в 1С»; ключевые сигналы: маркировка, остатков, честный, знак.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-920","маркировка товаров в 1с честный знак","CORV-G06-03","Дословно: запрос «маркировка товаров в 1с честный знак» в контексте 1С/учётных систем.","Подключение маркировки в 1С — «маркировка товаров в 1с честный знак»","Честный знак в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «маркировка товаров в 1с честный знак» — заказ услуги «Честный знак в 1С»; ключевые сигналы: маркировка, товаров, честный, знак.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-899","маркировка честный знак в 1с","CORV-G06-03","Дословно: запрос «маркировка честный знак в 1с» в контексте 1С/учётных систем.","Подключение маркировки в 1С — «маркировка честный знак в 1с»","Честный знак в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «маркировка честный знак в 1с» — заказ услуги «Честный знак в 1С»; ключевые сигналы: маркировка, честный, знак.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-984","маркировка честный знак в 1с бухгалтерия","CORV-G06-03","Дословно: запрос «маркировка честный знак в 1с бухгалтерия» в контексте 1С/учётных систем.","Подключение маркировки в 1С — «маркировка честный знак в 1с бухгалтерия»","Честный знак в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «маркировка честный знак в 1с бухгалтерия» — заказ услуги «Честный знак в 1С»; ключевые сигналы: маркировка, честный, знак, бухгалтерия.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1029","маркировка честный знак в 1с розница","CORV-G06-03","Дословно: запрос «маркировка честный знак в 1с розница» в контексте 1С/учётных систем.","Подключение маркировки в 1С — «маркировка честный знак в 1с розница»","Честный знак в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «маркировка честный знак в 1с розница» — заказ услуги «Честный знак в 1С»; ключевые сигналы: маркировка, честный, знак, розница.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-973","маркировка честный знак в 1с унф","CORV-G06-03","Дословно: запрос «маркировка честный знак в 1с унф» в контексте 1С/учётных систем.","Подключение маркировки в 1С — «маркировка честный знак в 1с унф»","Честный знак в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «маркировка честный знак в 1с унф» — заказ услуги «Честный знак в 1С»; ключевые сигналы: маркировка, честный, знак, унф.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-975","маркировка честный знак в 1с ут","CORV-G06-03","Дословно: запрос «маркировка честный знак в 1с ут» в контексте 1С/учётных систем.","Подключение маркировки в 1С — «маркировка честный знак в 1с ут»","Честный знак в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «маркировка честный знак в 1с ут» — заказ услуги «Честный знак в 1С»; ключевые сигналы: маркировка, честный, знак.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1006","маркировка честный знак в 1с erp","CORV-G06-03","Дословно: запрос «маркировка честный знак в 1с erp» в контексте 1С/учётных систем.","Подключение маркировки в 1С — «маркировка честный знак в 1с erp»","Честный знак в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «маркировка честный знак в 1с erp» — заказ услуги «Честный знак в 1С»; ключевые сигналы: маркировка, честный, знак, erp.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1096","настройка честного знака в 1с","CORV-G06-03","Дословно: запрос «настройка честного знака в 1с» в контексте 1С/учётных систем.","Заказ настройки/подключения — «настройка честного знака в 1с»","Честный знак в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «настройка честного знака в 1с» — заказ услуги «Честный знак в 1С»; ключевые сигналы: настройка, честного, знака.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-988","работа с маркировкой честный знак в 1с","CORV-G06-03","Дословно: запрос «работа с маркировкой честный знак в 1с» в контексте 1С/учётных систем.","Подключение маркировки в 1С — «работа с маркировкой честный знак в 1с»","Честный знак в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «работа с маркировкой честный знак в 1с» — заказ услуги «Честный знак в 1С»; ключевые сигналы: работа, маркировкой, честный, знак.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1101","работа с честным знаком в 1с","CORV-G06-03","Дословно: запрос «работа с честным знаком в 1с» в контексте 1С/учётных систем.","Коммерческая задача по теме группы CORV-G06-03 — «работа с честным знаком в 1с»","Честный знак в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «работа с честным знаком в 1с» — заказ услуги «Честный знак в 1С»; ключевые сигналы: работа, честным, знаком.","SEMANTICALLY REVIEWED"
"kw-corv01-008","честный знак 1с","CORV-G06-03","Дословно: запрос «честный знак 1с» в контексте 1С/учётных систем.","Подключение маркировки в 1С — «честный знак 1с»","Честный знак в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «честный знак 1с» — заказ услуги «Честный знак в 1С»; ключевые сигналы: честный, знак.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1092","честный знак в 1с","CORV-G06-03","Дословно: запрос «честный знак в 1с» в контексте 1С/учётных систем.","Подключение маркировки в 1С — «честный знак в 1с»","Честный знак в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «честный знак в 1с» — заказ услуги «Честный знак в 1С»; ключевые сигналы: честный, знак.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1099","честный знак в 1с ут","CORV-G06-03","Дословно: запрос «честный знак в 1с ут» в контексте 1С/учётных систем.","Подключение маркировки в 1С — «честный знак в 1с ут»","Честный знак в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «честный знак в 1с ут» — заказ услуги «Честный знак в 1С»; ключевые сигналы: честный, знак.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1093","честный знак модуль 1с","CORV-G06-03","Дословно: запрос «честный знак модуль 1с» в контексте 1С/учётных систем.","Подключение маркировки в 1С — «честный знак модуль 1с»","Честный знак в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «честный знак модуль 1с» — заказ услуги «Честный знак в 1С»; ключевые сигналы: честный, знак, модуль.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1097","честный знак через 1с","CORV-G06-03","Дословно: запрос «честный знак через 1с» в контексте 1С/учётных систем.","Подключение маркировки в 1С — «честный знак через 1с»","Честный знак в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «честный знак через 1с» — заказ услуги «Честный знак в 1С»; ключевые сигналы: честный, знак, через.","SEMANTICALLY REVIEWED"
"seed-CORV-G06-04-core-ошибка-марки","ошибка маркировки 1с","CORV-G06-04","Дословно: запрос «ошибка маркировки 1с» в контексте 1С/учётных систем.","Срочная помощь при сбое — «ошибка маркировки 1с»","Устранение ошибок маркировки в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «ошибка маркировки 1с» — заказ услуги «Устранение ошибок маркировки в 1С»; ключевые сигналы: ошибка, маркировки.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-968","1с маркировка в производстве","CORV-G06-01","Дословно: запрос «1с маркировка в производстве» в контексте 1С/учётных систем.","Подключение маркировки в 1С — «1с маркировка в производстве»","Подключение маркировки в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","HIGH","match","planned_url_match","REASSIGN GROUP","REASSIGN: «1с маркировка в производстве» из CORV-G06-06 в CORV-G06-01 — pattern маркиров.*(производств|ввод в оборот) → general owner CORV-G06-01.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-922","1с маркировка ввод в оборот","CORV-G06-01","Дословно: запрос «1с маркировка ввод в оборот» в контексте 1С/учётных систем.","Подключение маркировки в 1С — «1с маркировка ввод в оборот»","Подключение маркировки в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","HIGH","match","planned_url_match","REASSIGN GROUP","REASSIGN: «1с маркировка ввод в оборот» из CORV-G06-06 в CORV-G06-01 — pattern маркиров.*(производств|ввод в оборот) → general owner CORV-G06-01.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1067","внедрение маркировки в 1с","CORV-G06-01","Дословно: запрос «внедрение маркировки в 1с» в контексте 1С/учётных систем.","Подключение маркировки в 1С — «внедрение маркировки в 1с»","Подключение маркировки в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «внедрение маркировки в 1с» — заказ услуги «Подключение маркировки в 1С»; ключевые сигналы: внедрение, маркировки.","SEMANTICALLY REVIEWED"
"kw-corv01-007","маркировка в 1с","CORV-G06-01","Дословно: запрос «маркировка в 1с» в контексте 1С/учётных систем.","Подключение маркировки в 1С — «маркировка в 1с»","Подключение маркировки в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «маркировка в 1с» — заказ услуги «Подключение маркировки в 1С»; ключевые сигналы: маркировка.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-914","настроить маркировку в 1с","CORV-G06-01","Дословно: запрос «настроить маркировку в 1с» в контексте 1С/учётных систем.","Подключение маркировки в 1С — «настроить маркировку в 1с»","Подключение маркировки в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «настроить маркировку в 1с» — заказ услуги «Подключение маркировки в 1С»; ключевые сигналы: настроить, маркировку.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-905","настройка маркировки в 1с","CORV-G06-01","Дословно: запрос «настройка маркировки в 1с» в контексте 1С/учётных систем.","Заказ настройки/подключения — «настройка маркировки в 1с»","Подключение маркировки в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «настройка маркировки в 1с» — заказ услуги «Подключение маркировки в 1С»; ключевые сигналы: настройка, маркировки.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1017","настройка маркировки в 1с бухгалтерия","CORV-G06-01","Дословно: запрос «настройка маркировки в 1с бухгалтерия» в контексте 1С/учётных систем.","Заказ настройки/подключения — «настройка маркировки в 1с бухгалтерия»","Подключение маркировки в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «настройка маркировки в 1с бухгалтерия» — заказ услуги «Подключение маркировки в 1С»; ключевые сигналы: настройка, маркировки, бухгалтерия.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-964","настройка маркировки в 1с розница","CORV-G06-01","Дословно: запрос «настройка маркировки в 1с розница» в контексте 1С/учётных систем.","Заказ настройки/подключения — «настройка маркировки в 1с розница»","Подключение маркировки в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «настройка маркировки в 1с розница» — заказ услуги «Подключение маркировки в 1С»; ключевые сигналы: настройка, маркировки, розница.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1071","настройка маркировки в 1с розница 2.3","CORV-G06-01","Дословно: запрос «настройка маркировки в 1с розница 2.3» в контексте 1С/учётных систем.","Заказ настройки/подключения — «настройка маркировки в 1с розница 2.3»","Подключение маркировки в 1С","Поиск версии конфигурации или документации","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «настройка маркировки в 1с розница 2.3» — заказ услуги «Подключение маркировки в 1С»; ключевые сигналы: настройка, маркировки, розница, 2.3.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1037","настройка маркировки в 1с розница 3.0","CORV-G06-01","Дословно: запрос «настройка маркировки в 1с розница 3.0» в контексте 1С/учётных систем.","Заказ настройки/подключения — «настройка маркировки в 1с розница 3.0»","Подключение маркировки в 1С","Поиск версии конфигурации или документации","MEDIUM","MEDIUM","match","planned_url_match","CONTROLLED TEST","CONTROLLED TEST: «настройка маркировки в 1с розница 3.0» — смешанный интент; риск: Поиск версии конфигурации или документации; услуга: Подключение маркировки в 1С.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1016","настройка маркировки в 1с унф","CORV-G06-01","Дословно: запрос «настройка маркировки в 1с унф» в контексте 1С/учётных систем.","Заказ настройки/подключения — «настройка маркировки в 1с унф»","Подключение маркировки в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «настройка маркировки в 1с унф» — заказ услуги «Подключение маркировки в 1С»; ключевые сигналы: настройка, маркировки, унф.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-949","настройка маркировки в 1с ут","CORV-G06-01","Дословно: запрос «настройка маркировки в 1с ут» в контексте 1С/учётных систем.","Заказ настройки/подключения — «настройка маркировки в 1с ут»","Подключение маркировки в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «настройка маркировки в 1с ут» — заказ услуги «Подключение маркировки в 1С»; ключевые сигналы: настройка, маркировки.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1022","настройка маркировки в 1с ут 11","CORV-G06-01","Дословно: запрос «настройка маркировки в 1с ут 11» в контексте 1С/учётных систем.","Заказ настройки/подключения — «настройка маркировки в 1с ут 11»","Подключение маркировки в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «настройка маркировки в 1с ут 11» — заказ услуги «Подключение маркировки в 1С»; ключевые сигналы: настройка, маркировки.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1008","настройка маркировки в 1с ут 11.5","CORV-G06-01","Дословно: запрос «настройка маркировки в 1с ут 11.5» в контексте 1С/учётных систем.","Заказ настройки/подключения — «настройка маркировки в 1с ут 11.5»","Подключение маркировки в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «настройка маркировки в 1с ут 11.5» — заказ услуги «Подключение маркировки в 1С»; ключевые сигналы: настройка, маркировки, 11.5.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1012","настройка сканера для маркировки в 1с","CORV-G06-01","Дословно: запрос «настройка сканера для маркировки в 1с» в контексте 1С/учётных систем.","Заказ настройки/подключения — «настройка сканера для маркировки в 1с»","Подключение маркировки в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «настройка сканера для маркировки в 1с» — заказ услуги «Подключение маркировки в 1С»; ключевые сигналы: настройка, сканера, для, маркировки.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1019","настройки сканирования кодов маркировки в 1с","CORV-G06-01","Дословно: запрос «настройки сканирования кодов маркировки в 1с» в контексте 1С/учётных систем.","Заказ настройки/подключения — «настройки сканирования кодов маркировки в 1с»","Подключение маркировки в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «настройки сканирования кодов маркировки в 1с» — заказ услуги «Подключение маркировки в 1С»; ключевые сигналы: настройки, сканирования, кодов, маркировки.","SEMANTICALLY REVIEWED"
"seed-CORV-G06-01-core-подключение-","подключение маркировки 1с","CORV-G06-01","Дословно: запрос «подключение маркировки 1с» в контексте 1С/учётных систем.","Заказ настройки/подключения — «подключение маркировки 1с»","Подключение маркировки в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «подключение маркировки 1с» — заказ услуги «Подключение маркировки в 1С»; ключевые сигналы: подключение, маркировки.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1038","подключение маркировки в 1с","CORV-G06-01","Дословно: запрос «подключение маркировки в 1с» в контексте 1С/учётных систем.","Заказ настройки/подключения — «подключение маркировки в 1с»","Подключение маркировки в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «подключение маркировки в 1с» — заказ услуги «Подключение маркировки в 1С»; ключевые сигналы: подключение, маркировки.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1084","маркировка в 1с розница настройка номенклатуры","CORV-G06-02","Дословно: запрос «маркировка в 1с розница настройка номенклатуры» в контексте 1С/учётных систем.","Заказ настройки/подключения — «маркировка в 1с розница настройка номенклатуры»","Настройка маркировки в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «маркировка в 1с розница настройка номенклатуры» — заказ услуги «Настройка маркировки в 1С»; ключевые сигналы: маркировка, розница, настройка, номенклатуры.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1081","маркировка моторных масел в 1с розница настройка","CORV-G06-02","Дословно: запрос «маркировка моторных масел в 1с розница настройка» в контексте 1С/учётных систем.","Заказ настройки/подключения — «маркировка моторных масел в 1с розница настройка»","Настройка маркировки в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «маркировка моторных масел в 1с розница настройка» — заказ услуги «Настройка маркировки в 1С»; ключевые сигналы: маркировка, моторных, масел, розница, настройка.","SEMANTICALLY REVIEWED"
"seed-CORV-G06-02-core-настройка-ма","настройка маркировки 1с","CORV-G06-02","Дословно: запрос «настройка маркировки 1с» в контексте 1С/учётных систем.","Заказ настройки/подключения — «настройка маркировки 1с»","Настройка маркировки в 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «настройка маркировки 1с» — заказ услуги «Настройка маркировки в 1С»; ключевые сигналы: настройка, маркировки.","SEMANTICALLY REVIEWED"
"seed-CORV-G07-03-core-не-работает-","не работает синхронизация 1с","CORV-G07-03","Дословно: запрос «не работает синхронизация 1с» в контексте 1С/учётных систем.","Срочная помощь при сбое — «не работает синхронизация 1с»","Восстановление обмена и синхронизации 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «не работает синхронизация 1с» — заказ услуги «Восстановление обмена и синхронизации 1С»; ключевые сигналы: работает, синхронизация.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-2170","не работает синхронизация 1с 8.3","CORV-G07-03","Дословно: запрос «не работает синхронизация 1с 8.3» в контексте 1С/учётных систем.","Срочная помощь при сбое — «не работает синхронизация 1с 8.3»","Восстановление обмена и синхронизации 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «не работает синхронизация 1с 8.3» — заказ услуги «Восстановление обмена и синхронизации 1С»; ключевые сигналы: работает, синхронизация, 8.3.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-2209","после обновления 1с не работает синхронизация","CORV-G07-03","Дословно: запрос «после обновления 1с не работает синхронизация» в контексте 1С/учётных систем.","Срочная помощь при сбое — «после обновления 1с не работает синхронизация»","Восстановление обмена и синхронизации 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «после обновления 1с не работает синхронизация» — заказ услуги «Восстановление обмена и синхронизации 1С»; ключевые сигналы: после, обновления, работает, синхронизация.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-2207","почему не работает синхронизация в 1с","CORV-G07-03","Дословно: запрос «почему не работает синхронизация в 1с» в контексте 1С/учётных систем.","Срочная помощь при сбое — «почему не работает синхронизация в 1с»","Восстановление обмена и синхронизации 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «почему не работает синхронизация в 1с» — заказ услуги «Восстановление обмена и синхронизации 1С»; ключевые сигналы: почему, работает, синхронизация.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1760","1с ошибка печатная форма недоступна","CORV-G07-02","Дословно: запрос «1с ошибка печатная форма недоступна» в контексте 1С/учётных систем.","Срочная помощь при сбое — «1с ошибка печатная форма недоступна»","Устранение ошибок 1С после обновления","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с ошибка печатная форма недоступна» — заказ услуги «Устранение ошибок 1С после обновления»; ключевые сигналы: ошибка, печатная, форма, недоступна.","SEMANTICALLY REVIEWED"
"seed-CORV-G07-02-core-ошибка-1с","ошибка 1с","CORV-G07-02","Дословно: запрос «ошибка 1с» в контексте 1С/учётных систем.","Срочная помощь при сбое — «ошибка 1с»","Устранение ошибок 1С после обновления","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «ошибка 1с» — заказ услуги «Устранение ошибок 1С после обновления»; ключевые сигналы: ошибка.","SEMANTICALLY REVIEWED"
"seed-CORV-G07-02-core-ошибка-1с-по","ошибка 1с после обновления","CORV-G07-02","Дословно: запрос «ошибка 1с после обновления» в контексте 1С/учётных систем.","Срочная помощь при сбое — «ошибка 1с после обновления»","Устранение ошибок 1С после обновления","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «ошибка 1с после обновления» — заказ услуги «Устранение ошибок 1С после обновления»; ключевые сигналы: ошибка, после, обновления.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-292","ошибки программиста 1с","CORV-G07-02","Дословно: запрос «ошибки программиста 1с» в контексте 1С/учётных систем.","Срочная помощь при сбое — «ошибки программиста 1с»","Устранение ошибок 1С после обновления","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «ошибки программиста 1с» — заказ услуги «Устранение ошибок 1С после обновления»; ключевые сигналы: ошибки, программиста.","SEMANTICALLY REVIEWED"
"seed-CORV-G07-04-core-восстановлен","восстановление работы 1с","CORV-G07-04","Дословно: запрос «восстановление работы 1с» в контексте 1С/учётных систем.","Коммерческая задача по теме группы CORV-G07-04 — «восстановление работы 1с»","Восстановление работы 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «восстановление работы 1с» — заказ услуги «Восстановление работы 1С»; ключевые сигналы: восстановление, работы.","SEMANTICALLY REVIEWED"
"kw-corv01-015","1с не работает","CORV-G07-01","Дословно: запрос «1с не работает» в контексте 1С/учётных систем.","Срочная помощь при сбое — «1с не работает»","Диагностика и помощь при сбое 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «1с не работает» — заказ услуги «Диагностика и помощь при сбое 1С»; ключевые сигналы: работает.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-2257","почему не работает программа 1с","CORV-G07-01","Дословно: запрос «почему не работает программа 1с» в контексте 1С/учётных систем.","Срочная помощь при сбое — «почему не работает программа 1с»","Диагностика и помощь при сбое 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «почему не работает программа 1с» — заказ услуги «Диагностика и помощь при сбое 1С»; ключевые сигналы: почему, работает, программа.","SEMANTICALLY REVIEWED"
"kw-corv01-disc-2256","программа 1с не работает","CORV-G07-01","Дословно: запрос «программа 1с не работает» в контексте 1С/учётных систем.","Срочная помощь при сбое — «программа 1с не работает»","Диагностика и помощь при сбое 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «программа 1с не работает» — заказ услуги «Диагностика и помощь при сбое 1С»; ключевые сигналы: программа, работает.","SEMANTICALLY REVIEWED"
"kw-corv01-014","срочно программист 1с","CORV-G07-01","Дословно: запрос «срочно программист 1с» в контексте 1С/учётных систем.","Поиск специалиста 1С — «срочно программист 1с»","Диагностика и помощь при сбое 1С","Информационный или смешанный интент без явного заказа услуги","HIGH","MEDIUM","match","planned_url_match","ACTIVE COMMERCIAL","ACTIVE: «срочно программист 1с» — заказ услуги «Диагностика и помощь при сбое 1С»; ключевые сигналы: срочно, программист.","SEMANTICALLY REVIEWED"
