"finding_id","group_id","keyword","negative","level","type","evidence","result_before","correction","result_after","status"
"SF-0102","CORV-G08-01","тс пиот 1с розница 3","доработка","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates modification CORV-C02; representative checks pass for scope.","PASS","RESOLVED"
"SF-0103","CORV-G08-01","тс пиот 1с розница 3","интеграц","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates integration groups CORV-C05; representative checks pass for 1с розница подключение тс пиот; настройка подключения к тс пиот 1с; настройка подключения к тс пиот 1с розница.","PASS","RESOLVED"
"SF-0104","CORV-G08-01","тс пиот 1с розница 3","маркировка","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for 1с розница подключение тс пиот; настройка подключения к тс пиот 1с; настройка подключения к тс пиот 1с розница.","PASS","RESOLVED"
"SF-0105","CORV-G08-01","тс пиот 1с розница 3.0","маркировка пива","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0106","CORV-G08-01","тс пиот 1с розница 3.0","маркировка воды","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0107","CORV-G08-01","тс пиот 1с розница 3.0","программист","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates general hire CORV-G01-01; representative checks pass for scope.","PASS","RESOLVED"
"SF-0108","CORV-G08-01","тс пиот 1с розница 3.0","доработка","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates modification CORV-C02; representative checks pass for scope.","PASS","RESOLVED"
"SF-0109","CORV-G08-01","тс пиот 1с розница 3.0","интеграц","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates integration groups CORV-C05; representative checks pass for 1с розница подключение тс пиот; настройка подключения к тс пиот 1с; настройка подключения к тс пиот 1с розница.","PASS","RESOLVED"
"SF-0110","CORV-G08-01","тс пиот 1с розница 3.0","маркировка","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for 1с розница подключение тс пиот; настройка подключения к тс пиот 1с; настройка подключения к тс пиот 1с розница.","PASS","RESOLVED"
"SF-0111","CORV-G08-01","тс пиот и 1с розница","маркировка пива","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0112","CORV-G08-01","тс пиот и 1с розница","маркировка воды","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0113","CORV-G08-01","тс пиот и 1с розница","программист","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates general hire CORV-G01-01; representative checks pass for scope.","PASS","RESOLVED"
"SF-0114","CORV-G08-01","тс пиот и 1с розница","доработка","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates modification CORV-C02; representative checks pass for scope.","PASS","RESOLVED"
"SF-0115","CORV-G08-01","тс пиот и 1с розница","интеграц","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates integration groups CORV-C05; representative checks pass for 1с розница подключение тс пиот; настройка подключения к тс пиот 1с; настройка подключения к тс пиот 1с розница.","PASS","RESOLVED"
"SF-0116","CORV-G08-01","тс пиот и 1с розница","маркировка","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for 1с розница подключение тс пиот; настройка подключения к тс пиот 1с; настройка подключения к тс пиот 1с розница.","PASS","RESOLVED"
"SF-0117","CORV-G08-01","тс пиот настройка в 1с","маркировка пива","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0118","CORV-G08-01","тс пиот настройка в 1с","маркировка воды","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0119","CORV-G08-01","тс пиот настройка в 1с","программист","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates general hire CORV-G01-01; representative checks pass for scope.","PASS","RESOLVED"
"SF-0120","CORV-G08-01","тс пиот настройка в 1с","доработка","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates modification CORV-C02; representative checks pass for scope.","PASS","RESOLVED"
"SF-0121","CORV-G08-01","тс пиот настройка в 1с","интеграц","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates integration groups CORV-C05; representative checks pass for 1с розница подключение тс пиот; настройка подключения к тс пиот 1с; настройка подключения к тс пиот 1с розница.","PASS","RESOLVED"
"SF-0122","CORV-G08-01","тс пиот настройка в 1с","маркировка","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for 1с розница подключение тс пиот; настройка подключения к тс пиот 1с; настройка подключения к тс пиот 1с розница.","PASS","RESOLVED"
"SF-0123","CORV-G08-01","тс пиот честный знак 1с розница","маркировка пива","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0124","CORV-G08-01","тс пиот честный знак 1с розница","маркировка воды","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0125","CORV-G08-01","тс пиот честный знак 1с розница","программист","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates general hire CORV-G01-01; representative checks pass for scope.","PASS","RESOLVED"
"SF-0126","CORV-G08-01","тс пиот честный знак 1с розница","доработка","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates modification CORV-C02; representative checks pass for scope.","PASS","RESOLVED"
"SF-0127","CORV-G08-01","тс пиот честный знак 1с розница","интеграц","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates integration groups CORV-C05; representative checks pass for 1с розница подключение тс пиот; настройка подключения к тс пиот 1с; настройка подключения к тс пиот 1с розница.","PASS","RESOLVED"
"SF-0128","CORV-G08-01","тс пиот честный знак 1с розница","маркировка","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for 1с розница подключение тс пиот; настройка подключения к тс пиот 1с; настройка подключения к тс пиот 1с розница.","PASS","RESOLVED"
"SF-0129","CORV-G08-02","1с ут тс пиот","маркировка пива","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0130","CORV-G08-02","1с ут тс пиот","маркировка воды","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0131","CORV-G08-02","1с ут тс пиот","программист","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates general hire CORV-G01-01; representative checks pass for scope.","PASS","RESOLVED"
"SF-0132","CORV-G08-02","1с ут тс пиот","доработка","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates modification CORV-C02; representative checks pass for scope.","PASS","RESOLVED"
"SF-0133","CORV-G08-02","1с ут тс пиот","настрой","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates setup groups across directions; representative checks pass for 1с ут тс пиот; модуль тс пиот 1с; тс пиот 1с атол.","PASS","RESOLVED"
"SF-0134","CORV-G08-02","1с ут тс пиот","маркировка","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for 1с розница подключение тс пиот; настройка подключения к тс пиот 1с; настройка подключения к тс пиот 1с розница.","PASS","RESOLVED"
"SF-0135","CORV-G08-02","модуль тс пиот 1с","маркировка пива","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0136","CORV-G08-02","модуль тс пиот 1с","маркировка воды","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0137","CORV-G08-02","модуль тс пиот 1с","программист","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates general hire CORV-G01-01; representative checks pass for scope.","PASS","RESOLVED"
"SF-0138","CORV-G08-02","модуль тс пиот 1с","доработка","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates modification CORV-C02; representative checks pass for scope.","PASS","RESOLVED"
"SF-0139","CORV-G08-02","модуль тс пиот 1с","настрой","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates setup groups across directions; representative checks pass for 1с ут тс пиот; модуль тс пиот 1с; тс пиот 1с атол.","PASS","RESOLVED"
"SF-0140","CORV-G08-02","модуль тс пиот 1с","маркировка","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for 1с розница подключение тс пиот; настройка подключения к тс пиот 1с; настройка подключения к тс пиот 1с розница.","PASS","RESOLVED"
"SF-0141","CORV-G08-02","тс пиот 1с атол","маркировка пива","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0142","CORV-G08-02","тс пиот 1с атол","маркировка воды","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0143","CORV-G08-02","тс пиот 1с атол","программист","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates general hire CORV-G01-01; representative checks pass for scope.","PASS","RESOLVED"
"SF-0144","CORV-G08-02","тс пиот 1с атол","доработка","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates modification CORV-C02; representative checks pass for scope.","PASS","RESOLVED"
"SF-0145","CORV-G08-02","тс пиот 1с атол","настрой","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates setup groups across directions; representative checks pass for 1с ут тс пиот; модуль тс пиот 1с; тс пиот 1с атол.","PASS","RESOLVED"
"SF-0146","CORV-G08-02","тс пиот 1с атол","маркировка","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for 1с розница подключение тс пиот; настройка подключения к тс пиот 1с; настройка подключения к тс пиот 1с розница.","PASS","RESOLVED"
"SF-0147","CORV-G08-02","тс пиот 1с бухгалтерия","маркировка пива","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0148","CORV-G08-02","тс пиот 1с бухгалтерия","маркировка воды","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0149","CORV-G08-02","тс пиот 1с бухгалтерия","программист","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates general hire CORV-G01-01; representative checks pass for scope.","PASS","RESOLVED"
"SF-0150","CORV-G08-02","тс пиот 1с бухгалтерия","доработка","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates modification CORV-C02; representative checks pass for scope.","PASS","RESOLVED"
"SF-0151","CORV-G08-02","тс пиот 1с бухгалтерия","настрой","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates setup groups across directions; representative checks pass for 1с ут тс пиот; модуль тс пиот 1с; тс пиот 1с атол.","PASS","RESOLVED"
"SF-0152","CORV-G08-02","тс пиот 1с бухгалтерия","маркировка","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for 1с розница подключение тс пиот; настройка подключения к тс пиот 1с; настройка подключения к тс пиот 1с розница.","PASS","RESOLVED"
"SF-0153","CORV-G08-02","тс пиот 1с касса","маркировка пива","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0154","CORV-G08-02","тс пиот 1с касса","маркировка воды","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0155","CORV-G08-02","тс пиот 1с касса","программист","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates general hire CORV-G01-01; representative checks pass for scope.","PASS","RESOLVED"
"SF-0156","CORV-G08-02","тс пиот 1с касса","доработка","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates modification CORV-C02; representative checks pass for scope.","PASS","RESOLVED"
"SF-0157","CORV-G08-02","тс пиот 1с касса","настрой","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates setup groups across directions; representative checks pass for 1с ут тс пиот; модуль тс пиот 1с; тс пиот 1с атол.","PASS","RESOLVED"
"SF-0158","CORV-G08-02","тс пиот 1с касса","маркировка","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for 1с розница подключение тс пиот; настройка подключения к тс пиот 1с; настройка подключения к тс пиот 1с розница.","PASS","RESOLVED"
"SF-0159","CORV-G08-02","тс пиот 1с рмк","маркировка пива","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0160","CORV-G08-02","тс пиот 1с рмк","маркировка воды","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0161","CORV-G08-02","тс пиот 1с рмк","программист","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates general hire CORV-G01-01; representative checks pass for scope.","PASS","RESOLVED"
"SF-0162","CORV-G08-02","тс пиот 1с рмк","доработка","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates modification CORV-C02; representative checks pass for scope.","PASS","RESOLVED"
"SF-0163","CORV-G08-02","тс пиот 1с рмк","настрой","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates setup groups across directions; representative checks pass for 1с ут тс пиот; модуль тс пиот 1с; тс пиот 1с атол.","PASS","RESOLVED"
"SF-0164","CORV-G08-02","тс пиот 1с рмк","маркировка","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for 1с розница подключение тс пиот; настройка подключения к тс пиот 1с; настройка подключения к тс пиот 1с розница.","PASS","RESOLVED"
"SF-0165","CORV-G08-02","тс пиот в 1с унф","маркировка пива","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0166","CORV-G08-02","тс пиот в 1с унф","маркировка воды","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0167","CORV-G08-02","тс пиот в 1с унф","программист","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates general hire CORV-G01-01; representative checks pass for scope.","PASS","RESOLVED"
"SF-0168","CORV-G08-02","тс пиот в 1с унф","доработка","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates modification CORV-C02; representative checks pass for scope.","PASS","RESOLVED"
"SF-0169","CORV-G08-02","тс пиот в 1с унф","настрой","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates setup groups across directions; representative checks pass for 1с ут тс пиот; модуль тс пиот 1с; тс пиот 1с атол.","PASS","RESOLVED"
"SF-0170","CORV-G08-02","тс пиот в 1с унф","маркировка","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for 1с розница подключение тс пиот; настройка подключения к тс пиот 1с; настройка подключения к тс пиот 1с розница.","PASS","RESOLVED"
"SF-0171","CORV-G08-02","тс пиот как установить в 1с","маркировка пива","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0172","CORV-G08-02","тс пиот как установить в 1с","маркировка воды","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0173","CORV-G08-02","тс пиот как установить в 1с","программист","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates general hire CORV-G01-01; representative checks pass for scope.","PASS","RESOLVED"
"SF-0174","CORV-G08-02","тс пиот как установить в 1с","доработка","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates modification CORV-C02; representative checks pass for scope.","PASS","RESOLVED"
"SF-0175","CORV-G08-02","тс пиот как установить в 1с","настрой","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates setup groups across directions; representative checks pass for 1с ут тс пиот; модуль тс пиот 1с; тс пиот 1с атол.","PASS","RESOLVED"
"SF-0176","CORV-G08-02","тс пиот как установить в 1с","маркировка","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for 1с розница подключение тс пиот; настройка подключения к тс пиот 1с; настройка подключения к тс пиот 1с розница.","PASS","RESOLVED"
"SF-0177","CORV-G08-02","тс пиот установка 1с","маркировка пива","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0178","CORV-G08-02","тс пиот установка 1с","маркировка воды","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0179","CORV-G08-02","тс пиот установка 1с","программист","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates general hire CORV-G01-01; representative checks pass for scope.","PASS","RESOLVED"
"SF-0180","CORV-G08-02","тс пиот установка 1с","доработка","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates modification CORV-C02; representative checks pass for scope.","PASS","RESOLVED"
"SF-0181","CORV-G08-02","тс пиот установка 1с","настрой","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates setup groups across directions; representative checks pass for 1с ут тс пиот; модуль тс пиот 1с; тс пиот 1с атол.","PASS","RESOLVED"
"SF-0182","CORV-G08-02","тс пиот установка 1с","маркировка","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for 1с розница подключение тс пиот; настройка подключения к тс пиот 1с; настройка подключения к тс пиот 1с розница.","PASS","RESOLVED"
"SF-0183","CORV-G08-02","тс пиот честный знак 1с","маркировка пива","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0184","CORV-G08-02","тс пиот честный знак 1с","маркировка воды","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for scope.","PASS","RESOLVED"
"SF-0185","CORV-G08-02","тс пиот честный знак 1с","программист","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates general hire CORV-G01-01; representative checks pass for scope.","PASS","RESOLVED"
"SF-0186","CORV-G08-02","тс пиот честный знак 1с","доработка","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates modification CORV-C02; representative checks pass for scope.","PASS","RESOLVED"
"SF-0187","CORV-G08-02","тс пиот честный знак 1с","настрой","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates setup groups across directions; representative checks pass for 1с ут тс пиот; модуль тс пиот 1с; тс пиот 1с атол.","PASS","RESOLVED"
"SF-0188","CORV-G08-02","тс пиот честный знак 1с","маркировка","group_cross","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates marking groups CORV-C06; representative checks pass for 1с розница подключение тс пиот; настройка подключения к тс пиот 1с; настройка подключения к тс пиот 1с розница.","PASS","RESOLVED"
"SF-0189","CORV-G06-05","1с маркировка пива","программист вакансия","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates general hire CORV-G01-01; representative checks pass for scope.","PASS","RESOLVED"
"SF-0190","CORV-G06-05","1с маркировка пива","доработка 1с","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates modification CORV-C02; representative checks pass for scope.","PASS","RESOLVED"
"SF-0191","CORV-G06-05","1с маркировка пива","интеграция сайт","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates integration groups CORV-C05; representative checks pass for scope.","PASS","RESOLVED"
"SF-0192","CORV-G06-05","1с маркировка пива","не работает 1с","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates urgent troubleshooting CORV-C07; representative checks pass for scope.","PASS","RESOLVED"
"SF-0193","CORV-G06-05","маркировка пива 1с","программист вакансия","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates general hire CORV-G01-01; representative checks pass for scope.","PASS","RESOLVED"
"SF-0194","CORV-G06-05","маркировка пива 1с","доработка 1с","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates modification CORV-C02; representative checks pass for scope.","PASS","RESOLVED"
"SF-0195","CORV-G06-05","маркировка пива 1с","интеграция сайт","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates integration groups CORV-C05; representative checks pass for scope.","PASS","RESOLVED"
"SF-0196","CORV-G06-05","маркировка пива 1с","не работает 1с","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates urgent troubleshooting CORV-C07; representative checks pass for scope.","PASS","RESOLVED"
"SF-0197","CORV-G06-06","1с маркировка воды","программист вакансия","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates general hire CORV-G01-01; representative checks pass for scope.","PASS","RESOLVED"
"SF-0198","CORV-G06-06","1с маркировка воды","доработка 1с","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates modification CORV-C02; representative checks pass for scope.","PASS","RESOLVED"
"SF-0199","CORV-G06-06","1с маркировка воды","интеграция сайт","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates integration groups CORV-C05; representative checks pass for scope.","PASS","RESOLVED"
"SF-0200","CORV-G06-06","1с маркировка воды","не работает 1с","direction","SEMANTIC_RISK","Stem token without literal collision; resolution: SAFE","STEM_RISK","SAFE: no literal collision in owner groups; separates urgent troubleshooting CORV-C07; representative checks pass for scope.","PASS","RESOLVED"
